,deputy_name,deputy_state,political_party,refund_description,company_name,company_id,refund_date,refund_value,party_pg,party_en,party_tse,party_regdate,party_nmembers,party_ideology1,party_ideology2,party_ideology3,party_ideology4,party_position
286499,ZECA DO PT,MS,PT,FUEL COSTS,LEODACIR ANTONIO TALINI LTDA,4335674000110.0,2016-10-01T00:00:00,130.02,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
90376,RONALDO CARLETTO,BA,PP,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-02-16T00:00:00,-493.54,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
56291,VALDIR COLATTO,SC,PMDB,OFFICE MAINTENANCE,NOSTRA CASA,83861906000100.0,2016-10-31T00:00:00,270.0,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
306636,NILTON CAPIXABA,RO,PTB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-06-08T00:00:00,24.0,Partido Trabalhista Brasileiro,Brazilian Labour Party ,14.0,03-11-81,1191746.0,Centrism,Populism,Federalism,Nationalism,Centre
238911,CAIO NARCIO,MG,PSDB,PHONE COSTS,TIM CELULAR S.A.,4206050000180.0,2016-02-19T00:00:00,470.74,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
220818,GUILHERME COELHO,PE,PSDB,FLIGHT TICKET,Cia Aérea - AVIANCA,2575829000150.0,2016-08-11T00:00:00,939.0,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
140504,EDIO LOPES,RR,PR,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-07-04T00:00:00,586.58,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
205941,GOULART,SP,PSD,OFFICE MAINTENANCE,Globalness Comercial Ltda - ME,10848194000100.0,2016-06-30T00:00:00,850.0,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
168326,VAL AMÉLIO,AL,PRTB,FUEL COSTS,JRM COMERCIO DE DERIVADO DE PETROLEO,8962975000290.0,2016-07-07T00:00:00,20.0,Partido Renovador Trabalhista Brasileiro,Brazilian Labour Renewal Party,28.0,28-03-95,134606.0,Nationalism, Conservatism,Populism,,Rightwing
10748,RODRIGO MAIA,RJ,DEM,FUEL COSTS,Posto Petrobras 113 sul,306597003031.0,2016-05-09T00:00:00,209.86,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
179789,LEOPOLDO MEYER,PR,PSB,MEAL COSTS,Toque Gourmet,24689718000100.0,2016-10-11T00:00:00,40.7,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
52382,JARBAS VASCONCELOS,PE,PMDB,PHONE COSTS,CLARO S/A,40432544010300.0,2016-03-17T00:00:00,326.3,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
307717,BENITO GAMA,BA,PTB,FUEL COSTS,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,306597006995.0,2016-04-07T00:00:00,196.31,Partido Trabalhista Brasileiro,Brazilian Labour Party ,14.0,03-11-81,1191746.0,Centrism,Populism,Federalism,Nationalism,Centre
286144,WALDENOR PEREIRA,BA,PT,FUEL COSTS,COMERCIO DE COMBUSTIVEIS PANTANAL LTDA,1589155000180.0,2016-04-04T00:00:00,150.01,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
204276,INDIO DA COSTA,RJ,PSD,FUEL COSTS,POSTO JULIO DE CASTILHO LTD,89377000169.0,2016-04-19T00:00:00,100.0,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
100893,WILLIAM WOO,SP,PP,"TAXI, PARKING AND TOLL COSTS",SINPETAXI,31708000100.0,2016-03-16T00:00:00,45.0,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
153782,RONALDO MARTINS,CE,PRB,"CONSULTING, RESEARCH AND TECHNICAL WORK COSTS",THIAGO CARVALHO ASSESSORIA JURIDICA E LEGISLATIVA EIRELI -ME,22530234000200.0,2016-02-04T00:00:00,15000.0,Partido Republicano Brasileiro,Brazilian Republican Party,10.0,25-08-05,383684.0,Christian democracy,Social conservatism,,,Centreright
83490,LELO COIMBRA,ES,PMDB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-06-21T00:00:00,376.63,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
143493,PAULO FREIRE,SP,PR,GROUND VEHICLE RENT,NIDOTTI & PAIVA LOCAÇÃO DE VEÍCULOS,2629260000160.0,2016-09-14T00:00:00,4000.0,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
60410,RONALDO BENEDET,SC,PMDB,FUEL COSTS,Benedet & Cia Ltda,83648535000400.0,2016-07-29T00:00:00,1344.08,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
214534,RAQUEL MUNIZ,MG,PSD,FUEL COSTS,L3 COMBUSTIVEIS LTDA,22637794000100.0,2016-11-21T00:00:00,175.0,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
143045,ALEXANDRE VALLE,RJ,PR,FLIGHT TICKET,Ocean Air Linhas Aéreas S.A. - Avianca Brasil,2575829000150.0,2016-07-21T00:00:00,690.73,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
114375,LUIS CARLOS HEINZE,RS,PP,FLIGHT TICKET,Tam Linhas Aéreas,2012862000160.0,2016-02-24T00:00:00,40.0,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
335450,LAUDIVIO CARVALHO,MG,SD,MEAL COSTS,QUATTRO RESTAURANTE COMERCIO DE ALIMENTOS E BEBIDAS LTDA,16640472000100.0,2016-08-03T00:00:00,83.48,Solidariedade,Solidarity ,77.0,24-09-13,161914.0,Labour movement,Humanist Movement,,,Centre
270538,HELDER SALOMÃO,ES,PT,GROUND VEHICLE RENT,DELTA AUTOMOTORES LTDA-ME,5080045000140.0,2016-04-05T00:00:00,1850.0,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
205429,GOULART,SP,PSD,MAIL COSTS,CORREIOS - ENCOMENDA PAC COM AR,,2016-06-10T15:53:10.087,24.29,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
69902,SORAYA SANTOS,RJ,PMDB,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-02-17T00:00:00,-1184.54,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
186203,BEBETO,BA,PSB,FUEL COSTS,Petroil Combustíveis Ltda.,2072286000650.0,2016-12-15T00:00:00,100.0,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
336894,CARLOS MANATO,ES,SD,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-08-02T00:00:00,378.0,Solidariedade,Solidarity ,77.0,24-09-13,161914.0,Labour movement,Humanist Movement,,,Centre
2704,MANDETTA,MS,DEM,HOTEL COSTS,KAPITAL VIAG. E TUR. LTDA,7959819000120.0,2016-12-08T00:00:00,3645.44,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
207720,EVANDRO ROMAN,PR,PSD,OFFICE MAINTENANCE,SANEPAR-Companhia de Saneamento do Paraná.,76484013000100.0,2016-01-29T00:00:00,54.99,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
125379,SILAS FREIRE,PI,PR,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-04-07T00:00:00,-183.97,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
90472,DILCEU SPERAFICO,PR,PP,FUEL COSTS,Auto Posto Tolecema Ltda,564491000101.0,2016-02-22T00:00:00,181.99,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
283489,ZECA DIRCEU,PR,PT,HOTEL COSTS,HOTEL TITO'S,9013899000150.0,2016-05-20T00:00:00,297.0,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
127490,MARCIO ALVINO,SP,PR,FLIGHT TICKET,Cia Aérea - AVIANCA,2575829000150.0,2016-08-02T00:00:00,125.68,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
142987,JOSÉ CARLOS ARAÚJO,BA,PR,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-08-12T00:00:00,646.58,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
58343,ROGÉRIO PENINHA MENDONÇA,SC,PMDB,FLIGHT TICKET,Cia Aérea - AVIANCA,2575829000150.0,2016-11-18T00:00:00,83.89,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
67511,MAURO MARIANI,SC,PMDB,FUEL COSTS,POSTO ALDI LTDA,1577127000130.0,2016-07-02T00:00:00,188.93,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
31222,AFONSO MOTTA,RS,PDT,FUEL COSTS,COMERCIAL DE COMBUSTIVEIS SILVA JARDIM LTDA,10512396000100.0,2016-04-05T00:00:00,150.0,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
5049,MARCOS SOARES,RJ,DEM,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-06-08T00:00:00,1385.63,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
263256,JOSÉ MENTOR,SP,PT,MAIL COSTS,CORREIOS - ENCOMENDA PAC,,2016-09-23T12:33:12.800,35.03,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
47544,RODRIGO PACHECO,MG,PMDB,MAIL COSTS,CORREIOS - SEDEX CONVENCIONAL,,2016-12-29T11:42:32.847,23.75,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
42451,CARLOS ANDRADE,RR,PHS,PHONE COSTS,RAMAL,,,34.53,Partido Humanista da Soliedariedade,Humanist Party of Solidarity ,31.0,20-03-97,201673.0,Distributism,Humanism,Christian democracy,,Centre
321936,EVANDRO GUSSI,SP,PV,HOTEL COSTS,HOTEL IPORA ITAPETININGA LTDA EPP,19834908000100.0,2016-08-21T00:00:00,135.0,Partido Verde,Green Party ,43.0,30-09-93,374606.0,Green politics,Progressivism,Syncretic politics,,Centreleft
9033,EFRAIM FILHO,PB,DEM,FUEL COSTS,PETROIL COMBUSTÍVEIS LTDA,2072286000150.0,2016-05-31T00:00:00,100.0,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
157386,ROBERTO ALVES,SP,PRB,FLIGHT TICKET,Cia Aérea - AZUL,9296295000160.0,2016-06-15T00:00:00,200.0,Partido Republicano Brasileiro,Brazilian Republican Party,10.0,25-08-05,383684.0,Christian democracy,Social conservatism,,,Centreright
175326,DANILO FORTE,CE,PSB,HOTEL COSTS,DJ HOTELARIA SA,4566342000400.0,2016-05-16T00:00:00,264.0,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
71959,SERGIO SOUZA ,PR,PMDB,FUEL COSTS,STOPETROLEO S.A. - COM.DER.DEPETROLEOL20,9160226001790.0,2016-08-05T00:00:00,158.18,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
36471,HISSA ABRAHÃO,AM,PDT,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-05-06T00:00:00,848.63,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
170580,JANETE CAPIBERIBE,AP,PSB,MAIL COSTS,CORREIOS - SEDEX CONVENCIONAL,,2016-03-30T13:15:30.357,45.48,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
62282,EDINHO ARAÚJO,SP,PMDB,OFFICE MAINTENANCE,COP FAC MÁQUINAS LTDA,1055647000180.0,2016-01-25T00:00:00,159.96,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
300818,NELSON MARQUEZELLI,SP,PTB,FUEL COSTS,POSTO ALVORADA,14665711000200.0,2016-08-08T00:00:00,134.0,Partido Trabalhista Brasileiro,Brazilian Labour Party ,14.0,03-11-81,1191746.0,Centrism,Populism,Federalism,Nationalism,Centre
206145,GOULART,SP,PSD,OFFICE MAINTENANCE,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A.,61695227000200.0,2016-11-08T00:00:00,268.94,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
328787,ALESSANDRO MOLON,RJ,REDE,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-03-01T00:00:00,625.58,Rede Sustentabilidade,Sustainability Network,18.0,23-09-15,15606.0,Green politics ,Social democracy ,Third Way,,Centre to centreleft
121504,ROBERTO FREIRE,SP,PPS,MEAL COSTS,PAES E DOCES ARACAJU,54737374000100.0,2016-07-12T00:00:00,88.9,Partido Popular Socialista,Socialist People's Party ,23.0,19-03-92,479886.0,Social democracy,Social liberalism,,,Centreleft
176600,FABIO GARCIA,MT,PSB,FUEL COSTS,FRATELLI POSTO DE COMBUSTIVEIS LTDA,8884038000190.0,2016-11-03T00:00:00,100.0,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
231620,MARCO TEBALDI,SC,PSDB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-05-05T00:00:00,401.0,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
178604,VALADARES FILHO,SE,PSB,PHONE COSTS,TELEFONICA BRASIL S.A.,2558157000240.0,2016-04-12T00:00:00,2845.97,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
224233,NILSON LEITÃO,MT,PSDB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-04-18T00:00:00,761.83,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
11961,ELI CORRÊA FILHO,SP,DEM,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-03-15T00:00:00,-29.19,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
191616,JÚLIA MARINHO,PA,PSC,PHONE COSTS,CELULAR FUNCIONAL,,2016-10-13T00:00:00,0.14,Partido Social Cristão,Social Christian Party ,20.0,29-03-90,417221.0,Conservatism,,,,Rightwing
152760,JONY MARCOS,SE,PRB,FUEL COSTS,AUTO POSTO MEDALHA,2631359000190.0,2016-12-11T00:00:00,187.21,Partido Republicano Brasileiro,Brazilian Republican Party,10.0,25-08-05,383684.0,Christian democracy,Social conservatism,,,Centreright
239909,MARCUS PESTANA,MG,PSDB,MEAL COSTS,FRANCISCO RESTAURANTE LTDA,2703510000150.0,2016-12-20T00:00:00,92.4,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
50625,SIMONE MORGADO,PA,PMDB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-05-18T00:00:00,1124.63,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
87649,LUCIO VIEIRA LIMA,BA,PMDB,PHONE COSTS,RAMAL,,,104.42,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
152837,MARCELO SQUASSONI,SP,PRB,PHONE COSTS,RAMAL,,,337.58,Partido Republicano Brasileiro,Brazilian Republican Party,10.0,25-08-05,383684.0,Christian democracy,Social conservatism,,,Centreright
118270,DIMAS FABIANO,MG,PP,MEAL COSTS,Refeições Congelados Light Ltda Me,17440856000200.0,2016-04-05T00:00:00,41.8,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
314662,ADEMIR CAMILO,MG,PTN,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-03-23T00:00:00,376.72,Partido Trabalhista Nacional,National Labour Party ,19.0,02-10-97,158777.0,Labour movement,Populism,,,Centre
258825,VALMIR PRASCIDELLI,SP,PT,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-03-03T00:00:00,1405.73,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
141729,MIGUEL LOMBARDI,SP,PR,MAIL COSTS,CORREIOS - ENCOMENDA PAC,,2016-11-25T15:44:22.303,77.19,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
242335,CAIO NARCIO,MG,PSDB,MAIL COSTS,CORREIOS - SEDEX CONVENCIONAL,,2016-11-17T17:04:11.360,177.63,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
292622,MARCO MAIA,RS,PT,PUBLICATION SIGNATURE EXPENSES,CIA JORNALÍSTICA JC JARROS,92785989000100.0,2016-04-26T00:00:00,55.0,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
10899,FRANCISCO FLORIANO,RJ,DEM,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-02-12T00:00:00,485.63,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
133387,BILAC PINTO,MG,PR,FUEL COSTS,REAL D'AVILA COMERCIO DE COMBUSTÍVEIS LTDA.,5814279000160.0,2016-08-05T00:00:00,100.0,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
162638,CARLOS GOMES,RS,PRB,PHONE COSTS,CELULAR FUNCIONAL,,2016-10-13T00:00:00,1221.09,Partido Republicano Brasileiro,Brazilian Republican Party,10.0,25-08-05,383684.0,Christian democracy,Social conservatism,,,Centreright
247910,ANTONIO IMBASSAHY,BA,PSDB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-10-26T00:00:00,0.11,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
272050,BENEDITA DA SILVA,RJ,PT,PHONE COSTS,OI MOVEL S/A,5423963013360.0,2016-02-25T00:00:00,319.81,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
192822,TAKAYAMA,PR,PSC,PHONE COSTS,TIM CELULAR S/A,4206050005140.0,2016-06-19T00:00:00,154.33,Partido Social Cristão,Social Christian Party ,20.0,29-03-90,417221.0,Conservatism,,,,Rightwing
195590,MARCOS REATEGUI,AP,PSD,PHONE COSTS,RAMAL,,,37.12,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
95314,WALDIR MARANHÃO,MA,PP,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-03-01T00:00:00,-437.54,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
113463,LUIS CARLOS HEINZE,RS,PP,MEAL COSTS,FRANCISCO RESTAURANTE LTDA,2703510000150.0,2016-05-16T00:00:00,237.05,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
326733,ALIEL MACHADO,PR,REDE,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-10-21T00:00:00,130.0,Rede Sustentabilidade,Sustainability Network,18.0,23-09-15,15606.0,Green politics ,Social democracy ,Third Way,,Centre to centreleft
262574,NILTO TATTO,SP,PT,FLIGHT TICKET,Cia Aérea - AVIANCA,2575829000150.0,2016-04-15T00:00:00,80.0,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
214617,RÔMULO GOUVEIA,PB,PSD,OFFICE MAINTENANCE,CAGEPA - COMPANHIA DE ÁGUA E ESGOTOS DA PARAÍBA,9123654000190.0,2016-07-18T00:00:00,145.71,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
61539,EDINHO BEZ,SC,PMDB,MEAL COSTS,ATALIBA CHURRASCARIAS,86694379000100.0,2016-01-08T00:00:00,110.43,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
217428,DANIEL COELHO,PE,PSDB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-02-03T00:00:00,-267.33,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
150393,JOÃO CARLOS BACELAR,BA,PR,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-07-11T00:00:00,325.63,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
